ID,pred_kwh
2024-10-18_consumer_device_18_data_user_13,0.2457234412431717
2024-10-19_consumer_device_18_data_user_13,0.2741636037826538
2024-10-20_consumer_device_18_data_user_13,0.2698522210121155
2024-10-21_consumer_device_18_data_user_13,0.28636443614959717
2024-10-22_consumer_device_18_data_user_13,0.22165381908416748
2024-10-23_consumer_device_18_data_user_13,0.16337499022483826
2024-10-24_consumer_device_18_data_user_13,0.20717456936836243
2024-09-24_consumer_device_18_data_user_2,3.3297629356384277
2024-09-25_consumer_device_18_data_user_2,1.7583547830581665
2024-09-26_consumer_device_18_data_user_2,2.5884411334991455
2024-09-27_consumer_device_18_data_user_2,5.231197357177734
2024-09-28_consumer_device_18_data_user_2,3.509889841079712
2024-09-29_consumer_device_18_data_user_2,3.1070592403411865
2024-09-30_consumer_device_18_data_user_2,2.88866925239563
2024-10-01_consumer_device_18_data_user_2,2.8521082401275635
2024-10-02_consumer_device_18_data_user_2,2.834158182144165
2024-10-03_consumer_device_18_data_user_2,3.087629556655884
2024-10-04_consumer_device_18_data_user_2,3.382746696472168
2024-10-05_consumer_device_18_data_user_2,3.2637217044830322
2024-10-06_consumer_device_18_data_user_2,2.273944854736328
2024-10-07_consumer_device_18_data_user_2,1.9711757898330688
2024-10-08_consumer_device_18_data_user_2,2.5674569606781006
2024-10-09_consumer_device_18_data_user_2,2.537484884262085
2024-10-10_consumer_device_18_data_user_2,2.4594719409942627
2024-10-11_consumer_device_18_data_user_2,2.351733922958374
2024-10-12_consumer_device_18_data_user_2,2.4780869483947754
2024-10-13_consumer_device_18_data_user_2,2.4577434062957764
2024-10-14_consumer_device_18_data_user_2,2.126812219619751
2024-10-15_consumer_device_18_data_user_2,1.8553051948547363
2024-10-16_consumer_device_18_data_user_2,1.5653125047683716
2024-10-17_consumer_device_18_data_user_2,1.5037024021148682
2024-10-18_consumer_device_18_data_user_2,1.1848554611206055
2024-10-19_consumer_device_18_data_user_2,1.3034279346466064
2024-10-20_consumer_device_18_data_user_2,1.4849050045013428
2024-10-21_consumer_device_18_data_user_2,1.1708976030349731
2024-10-22_consumer_device_18_data_user_2,0.9190890789031982
2024-10-23_consumer_device_18_data_user_2,0.5438430309295654
2024-10-24_consumer_device_18_data_user_2,0.4177696704864502
2024-09-24_consumer_device_18_data_user_3,8.100335121154785
2024-09-25_consumer_device_18_data_user_3,5.259395122528076
2024-09-26_consumer_device_18_data_user_3,6.741975784301758
2024-09-27_consumer_device_18_data_user_3,11.83446979522705
2024-09-28_consumer_device_18_data_user_3,8.909603118896484
2024-09-29_consumer_device_18_data_user_3,7.391408443450928
2024-09-30_consumer_device_18_data_user_3,6.556365013122559
2024-10-01_consumer_device_18_data_user_3,6.369869709014893
2024-10-02_consumer_device_18_data_user_3,5.9956512451171875
2024-10-03_consumer_device_18_data_user_3,6.430174827575684
2024-10-04_consumer_device_18_data_user_3,6.683983325958252
2024-10-05_consumer_device_18_data_user_3,5.868921756744385
2024-10-06_consumer_device_18_data_user_3,4.344584941864014
2024-10-07_consumer_device_18_data_user_3,4.604075908660889
2024-10-08_consumer_device_18_data_user_3,7.793173313140869
2024-10-09_consumer_device_18_data_user_3,5.517089366912842
2024-10-10_consumer_device_18_data_user_3,5.066100597381592
2024-10-11_consumer_device_18_data_user_3,3.899010181427002
2024-10-12_consumer_device_18_data_user_3,3.8225908279418945
2024-10-13_consumer_device_18_data_user_3,3.9999780654907227
2024-10-14_consumer_device_18_data_user_3,3.5137827396392822
2024-10-15_consumer_device_18_data_user_3,2.9782938957214355
2024-10-16_consumer_device_18_data_user_3,2.6347923278808594
2024-10-17_consumer_device_18_data_user_3,2.4454877376556396
2024-10-18_consumer_device_18_data_user_3,2.0924201011657715
2024-10-19_consumer_device_18_data_user_3,2.0711593627929688
2024-10-20_consumer_device_18_data_user_3,2.5792183876037598
2024-10-21_consumer_device_18_data_user_3,2.0343379974365234
2024-10-22_consumer_device_18_data_user_3,1.8143287897109985
2024-10-23_consumer_device_18_data_user_3,1.365083932876587
2024-10-24_consumer_device_18_data_user_3,1.1207897663116455
2024-09-24_consumer_device_18_data_user_4,17.975858688354492
2024-09-25_consumer_device_18_data_user_4,15.031716346740723
2024-09-26_consumer_device_18_data_user_4,14.80962085723877
2024-09-27_consumer_device_18_data_user_4,19.40022087097168
2024-09-28_consumer_device_18_data_user_4,15.078402519226074
2024-09-29_consumer_device_18_data_user_4,12.93338680267334
2024-09-30_consumer_device_18_data_user_4,12.157912254333496
2024-10-01_consumer_device_18_data_user_4,12.198397636413574
2024-10-02_consumer_device_18_data_user_4,11.629796028137207
2024-10-03_consumer_device_18_data_user_4,12.72348403930664
2024-10-04_consumer_device_18_data_user_4,12.077320098876953
2024-10-05_consumer_device_18_data_user_4,10.141204833984375
2024-10-06_consumer_device_18_data_user_4,8.440718650817871
2024-10-07_consumer_device_18_data_user_4,9.867210388183594
2024-10-08_consumer_device_18_data_user_4,13.579849243164062
2024-10-09_consumer_device_18_data_user_4,10.37542724609375
2024-10-10_consumer_device_18_data_user_4,9.075576782226562
2024-10-11_consumer_device_18_data_user_4,7.094635486602783
2024-10-12_consumer_device_18_data_user_4,7.109098434448242
2024-10-13_consumer_device_18_data_user_4,7.413595199584961
2024-10-14_consumer_device_18_data_user_4,5.938711643218994
2024-10-15_consumer_device_18_data_user_4,5.741088390350342
2024-10-16_consumer_device_18_data_user_4,5.062768459320068
2024-10-17_consumer_device_18_data_user_4,4.751269817352295
2024-10-18_consumer_device_18_data_user_4,3.5220909118652344
2024-10-19_consumer_device_18_data_user_4,3.5848422050476074
2024-10-20_consumer_device_18_data_user_4,4.1591715812683105
2024-10-21_consumer_device_18_data_user_4,3.4525341987609863
2024-10-22_consumer_device_18_data_user_4,2.8394150733947754
2024-10-23_consumer_device_18_data_user_4,2.1222445964813232
2024-10-24_consumer_device_18_data_user_4,1.9068336486816406
2024-09-24_consumer_device_18_data_user_5,17.81460189819336
2024-09-25_consumer_device_18_data_user_5,15.07064437866211
2024-09-26_consumer_device_18_data_user_5,14.988418579101562
2024-09-27_consumer_device_18_data_user_5,19.483976364135742
2024-09-28_consumer_device_18_data_user_5,15.128902435302734
2024-09-29_consumer_device_18_data_user_5,12.953141212463379
2024-09-30_consumer_device_18_data_user_5,12.15263843536377
2024-10-01_consumer_device_18_data_user_5,12.219366073608398
2024-10-02_consumer_device_18_data_user_5,11.654218673706055
2024-10-03_consumer_device_18_data_user_5,12.766124725341797
2024-10-04_consumer_device_18_data_user_5,12.107583045959473
2024-10-05_consumer_device_18_data_user_5,10.14391803741455
2024-10-06_consumer_device_18_data_user_5,8.448638916015625
2024-10-07_consumer_device_18_data_user_5,9.865386962890625
2024-10-08_consumer_device_18_data_user_5,13.591814041137695
2024-10-09_consumer_device_18_data_user_5,10.382311820983887
2024-10-10_consumer_device_18_data_user_5,9.077265739440918
2024-10-11_consumer_device_18_data_user_5,7.0992960929870605
2024-10-12_consumer_device_18_data_user_5,7.1114068031311035
2024-10-13_consumer_device_18_data_user_5,7.417840480804443
2024-10-14_consumer_device_18_data_user_5,5.943545341491699
2024-10-15_consumer_device_18_data_user_5,5.746510028839111
2024-10-16_consumer_device_18_data_user_5,5.0665669441223145
2024-10-17_consumer_device_18_data_user_5,4.75338888168335
2024-10-18_consumer_device_18_data_user_5,3.525914192199707
2024-10-19_consumer_device_18_data_user_5,3.588129758834839
2024-10-20_consumer_device_18_data_user_5,4.160665988922119
2024-10-21_consumer_device_18_data_user_5,3.4548587799072266
2024-10-22_consumer_device_18_data_user_5,2.8411266803741455
2024-10-23_consumer_device_18_data_user_5,2.123142957687378
2024-10-24_consumer_device_18_data_user_5,1.9074270725250244
2024-09-24_consumer_device_18_data_user_6,17.83542251586914
2024-09-25_consumer_device_18_data_user_6,14.914087295532227
2024-09-26_consumer_device_18_data_user_6,14.709419250488281
2024-09-27_consumer_device_18_data_user_6,19.301860809326172
2024-09-28_consumer_device_18_data_user_6,14.991458892822266
2024-09-29_consumer_device_18_data_user_6,12.847241401672363
2024-09-30_consumer_device_18_data_user_6,12.070135116577148
2024-10-01_consumer_device_18_data_user_6,12.112557411193848
2024-10-02_consumer_device_18_data_user_6,11.555377006530762
2024-10-03_consumer_device_18_data_user_6,12.64250659942627
2024-10-04_consumer_device_18_data_user_6,12.00588321685791
2024-10-05_consumer_device_18_data_user_6,10.071802139282227
2024-10-06_consumer_device_18_data_user_6,8.378691673278809
2024-10-07_consumer_device_18_data_user_6,9.788576126098633
2024-10-08_consumer_device_18_data_user_6,13.510550498962402
2024-10-09_consumer_device_18_data_user_6,10.312606811523438
2024-10-10_consumer_device_18_data_user_6,9.023791313171387
2024-10-11_consumer_device_18_data_user_6,7.053194999694824
2024-10-12_consumer_device_18_data_user_6,7.070610046386719
2024-10-13_consumer_device_18_data_user_6,7.374983787536621
2024-10-14_consumer_device_18_data_user_6,5.906283855438232
2024-10-15_consumer_device_18_data_user_6,5.701326847076416
2024-10-16_consumer_device_18_data_user_6,5.03463888168335
2024-10-17_consumer_device_18_data_user_6,4.727645397186279
2024-10-18_consumer_device_18_data_user_6,3.4949276447296143
2024-10-19_consumer_device_18_data_user_6,3.5581603050231934
2024-10-20_consumer_device_18_data_user_6,4.14140510559082
2024-10-21_consumer_device_18_data_user_6,3.4264678955078125
2024-10-22_consumer_device_18_data_user_6,2.8202245235443115
2024-10-23_consumer_device_18_data_user_6,2.1128528118133545
2024-10-24_consumer_device_18_data_user_6,1.8980815410614014
2024-09-24_consumer_device_18_data_user_7,47.748836517333984
2024-09-25_consumer_device_18_data_user_7,40.55284118652344
2024-09-26_consumer_device_18_data_user_7,32.886600494384766
2024-09-27_consumer_device_18_data_user_7,37.93413162231445
2024-09-28_consumer_device_18_data_user_7,32.907936096191406
2024-09-29_consumer_device_18_data_user_7,29.712888717651367
2024-09-30_consumer_device_18_data_user_7,30.04941749572754
2024-10-01_consumer_device_18_data_user_7,28.348909378051758
2024-10-02_consumer_device_18_data_user_7,26.638208389282227
2024-10-03_consumer_device_18_data_user_7,26.744770050048828
2024-10-04_consumer_device_18_data_user_7,25.426340103149414
2024-10-05_consumer_device_18_data_user_7,23.18157958984375
2024-10-06_consumer_device_18_data_user_7,20.349380493164062
2024-10-07_consumer_device_18_data_user_7,21.013622283935547
2024-10-08_consumer_device_18_data_user_7,24.94942855834961
2024-10-09_consumer_device_18_data_user_7,20.97342872619629
2024-10-10_consumer_device_18_data_user_7,18.602930068969727
2024-10-11_consumer_device_18_data_user_7,15.869488716125488
2024-10-12_consumer_device_18_data_user_7,15.043079376220703
2024-10-13_consumer_device_18_data_user_7,14.433927536010742
2024-10-14_consumer_device_18_data_user_7,12.667141914367676
2024-10-15_consumer_device_18_data_user_7,12.85451602935791
2024-10-16_consumer_device_18_data_user_7,11.536742210388184
2024-10-17_consumer_device_18_data_user_7,10.810842514038086
2024-10-18_consumer_device_18_data_user_7,9.809921264648438
2024-10-19_consumer_device_18_data_user_7,10.285318374633789
2024-10-20_consumer_device_18_data_user_7,10.016605377197266
2024-10-21_consumer_device_18_data_user_7,9.5542573928833
2024-10-22_consumer_device_18_data_user_7,8.274689674377441
2024-10-23_consumer_device_18_data_user_7,7.042985439300537
2024-10-24_consumer_device_18_data_user_7,5.2599077224731445
2024-09-24_consumer_device_18_data_user_8,47.87091827392578
2024-09-25_consumer_device_18_data_user_8,40.63517761230469
2024-09-26_consumer_device_18_data_user_8,32.911495208740234
2024-09-27_consumer_device_18_data_user_8,37.93278121948242
2024-09-28_consumer_device_18_data_user_8,32.87937545776367
2024-09-29_consumer_device_18_data_user_8,29.679927825927734
2024-09-30_consumer_device_18_data_user_8,30.05306053161621
2024-10-01_consumer_device_18_data_user_8,28.349868774414062
2024-10-02_consumer_device_18_data_user_8,26.643733978271484
2024-10-03_consumer_device_18_data_user_8,26.74564552307129
2024-10-04_consumer_device_18_data_user_8,25.42332649230957
2024-10-05_consumer_device_18_data_user_8,23.158309936523438
2024-10-06_consumer_device_18_data_user_8,20.342327117919922
2024-10-07_consumer_device_18_data_user_8,21.001441955566406
2024-10-08_consumer_device_18_data_user_8,24.94255828857422
2024-10-09_consumer_device_18_data_user_8,20.972341537475586
2024-10-10_consumer_device_18_data_user_8,18.602651596069336
2024-10-11_consumer_device_18_data_user_8,15.86968994140625
2024-10-12_consumer_device_18_data_user_8,15.040060997009277
2024-10-13_consumer_device_18_data_user_8,14.431374549865723
2024-10-14_consumer_device_18_data_user_8,12.663702011108398
2024-10-15_consumer_device_18_data_user_8,12.851137161254883
2024-10-16_consumer_device_18_data_user_8,11.53436279296875
2024-10-17_consumer_device_18_data_user_8,10.808852195739746
2024-10-18_consumer_device_18_data_user_8,9.808037757873535
2024-10-19_consumer_device_18_data_user_8,10.284588813781738
2024-10-20_consumer_device_18_data_user_8,10.015143394470215
2024-10-21_consumer_device_18_data_user_8,9.552567481994629
2024-10-22_consumer_device_18_data_user_8,8.272842407226562
2024-10-23_consumer_device_18_data_user_8,7.0415544509887695
2024-10-24_consumer_device_18_data_user_8,5.258693218231201
2024-09-24_consumer_device_18_data_user_9,47.57274627685547
2024-09-25_consumer_device_18_data_user_9,40.389591217041016
2024-09-26_consumer_device_18_data_user_9,32.69976806640625
2024-09-27_consumer_device_18_data_user_9,37.75524139404297
2024-09-28_consumer_device_18_data_user_9,32.728172302246094
2024-09-29_consumer_device_18_data_user_9,29.554981231689453
2024-09-30_consumer_device_18_data_user_9,29.910057067871094
2024-10-01_consumer_device_18_data_user_9,28.221986770629883
2024-10-02_consumer_device_18_data_user_9,26.5186824798584
2024-10-03_consumer_device_18_data_user_9,26.633277893066406
2024-10-04_consumer_device_18_data_user_9,25.311420440673828
2024-10-05_consumer_device_18_data_user_9,23.061792373657227
2024-10-06_consumer_device_18_data_user_9,20.246601104736328
2024-10-07_consumer_device_18_data_user_9,20.912342071533203
2024-10-08_consumer_device_18_data_user_9,24.856971740722656
2024-10-09_consumer_device_18_data_user_9,20.888629913330078
2024-10-10_consumer_device_18_data_user_9,18.526914596557617
2024-10-11_consumer_device_18_data_user_9,15.794225692749023
2024-10-12_consumer_device_18_data_user_9,14.974265098571777
2024-10-13_consumer_device_18_data_user_9,14.372048377990723
2024-10-14_consumer_device_18_data_user_9,12.60882568359375
2024-10-15_consumer_device_18_data_user_9,12.798325538635254
2024-10-16_consumer_device_18_data_user_9,11.48360538482666
2024-10-17_consumer_device_18_data_user_9,10.760590553283691
2024-10-18_consumer_device_18_data_user_9,9.760510444641113
2024-10-19_consumer_device_18_data_user_9,10.23240852355957
2024-10-20_consumer_device_18_data_user_9,9.972206115722656
2024-10-21_consumer_device_18_data_user_9,9.513636589050293
2024-10-22_consumer_device_18_data_user_9,8.236556053161621
2024-10-23_consumer_device_18_data_user_9,7.009135723114014
2024-10-24_consumer_device_18_data_user_9,5.233644962310791
2024-09-24_consumer_device_21_data_user_1,6.861083030700684
2024-09-25_consumer_device_21_data_user_1,5.058435916900635
2024-09-26_consumer_device_21_data_user_1,7.216339111328125
2024-09-27_consumer_device_21_data_user_1,12.239314079284668
2024-09-28_consumer_device_21_data_user_1,9.407048225402832
2024-09-29_consumer_device_21_data_user_1,7.740752696990967
2024-09-30_consumer_device_21_data_user_1,6.827118873596191
2024-10-01_consumer_device_21_data_user_1,6.23991060256958
2024-10-02_consumer_device_21_data_user_1,6.0596771240234375
2024-10-03_consumer_device_21_data_user_1,6.487523078918457
2024-10-04_consumer_device_21_data_user_1,7.041118144989014
2024-10-05_consumer_device_21_data_user_1,6.15902042388916
2024-10-06_consumer_device_21_data_user_1,4.59036111831665
2024-10-07_consumer_device_21_data_user_1,4.959984302520752
2024-10-08_consumer_device_21_data_user_1,7.968933582305908
2024-10-09_consumer_device_21_data_user_1,5.705380439758301
2024-10-10_consumer_device_21_data_user_1,5.135921478271484
2024-10-11_consumer_device_21_data_user_1,3.992161273956299
2024-10-12_consumer_device_21_data_user_1,3.8922386169433594
2024-10-13_consumer_device_21_data_user_1,4.122562408447266
2024-10-14_consumer_device_21_data_user_1,3.576935291290283
2024-10-15_consumer_device_21_data_user_1,3.0425868034362793
2024-10-16_consumer_device_21_data_user_1,2.6934924125671387
2024-10-17_consumer_device_21_data_user_1,2.492191791534424
2024-10-18_consumer_device_21_data_user_1,2.111818313598633
2024-10-19_consumer_device_21_data_user_1,2.0963449478149414
2024-10-20_consumer_device_21_data_user_1,2.6402266025543213
2024-10-21_consumer_device_21_data_user_1,2.100059986114502
2024-10-22_consumer_device_21_data_user_1,1.8413095474243164
2024-10-23_consumer_device_21_data_user_1,1.4016176462173462
2024-10-24_consumer_device_21_data_user_1,1.15253746509552
2024-09-24_consumer_device_21_data_user_10,24.158893585205078
2024-09-25_consumer_device_21_data_user_10,19.869792938232422
2024-09-26_consumer_device_21_data_user_10,19.878171920776367
2024-09-27_consumer_device_21_data_user_10,26.772361755371094
2024-09-28_consumer_device_21_data_user_10,23.463623046875
2024-09-29_consumer_device_21_data_user_10,20.396345138549805
2024-09-30_consumer_device_21_data_user_10,19.043981552124023
2024-10-01_consumer_device_21_data_user_10,17.66828727722168
2024-10-02_consumer_device_21_data_user_10,15.912711143493652
2024-10-03_consumer_device_21_data_user_10,17.771406173706055
2024-10-04_consumer_device_21_data_user_10,17.103317260742188
2024-10-05_consumer_device_21_data_user_10,15.960495948791504
2024-10-06_consumer_device_21_data_user_10,13.801740646362305
2024-10-07_consumer_device_21_data_user_10,15.202386856079102
2024-10-08_consumer_device_21_data_user_10,18.52334976196289
2024-10-09_consumer_device_21_data_user_10,14.585037231445312
2024-10-10_consumer_device_21_data_user_10,12.79689884185791
2024-10-11_consumer_device_21_data_user_10,10.212760925292969
2024-10-12_consumer_device_21_data_user_10,10.053345680236816
2024-10-13_consumer_device_21_data_user_10,10.047046661376953
2024-10-14_consumer_device_21_data_user_10,8.509958267211914
2024-10-15_consumer_device_21_data_user_10,8.815452575683594
2024-10-16_consumer_device_21_data_user_10,7.490260124206543
2024-10-17_consumer_device_21_data_user_10,6.926302909851074
2024-10-18_consumer_device_21_data_user_10,5.9705305099487305
2024-10-19_consumer_device_21_data_user_10,5.990133762359619
2024-10-20_consumer_device_21_data_user_10,6.531896114349365
2024-10-21_consumer_device_21_data_user_10,5.883630275726318
2024-10-22_consumer_device_21_data_user_10,4.793641090393066
2024-10-23_consumer_device_21_data_user_10,3.616316318511963
2024-10-24_consumer_device_21_data_user_10,2.7531521320343018
2024-09-24_consumer_device_21_data_user_11,0.2487960308790207
2024-09-25_consumer_device_21_data_user_11,0.21165981888771057
2024-09-26_consumer_device_21_data_user_11,0.2707425355911255
2024-09-27_consumer_device_21_data_user_11,0.03322732448577881
2024-09-28_consumer_device_21_data_user_11,0.19200438261032104
2024-09-29_consumer_device_21_data_user_11,0.22402402758598328
2024-09-30_consumer_device_21_data_user_11,0.26730877161026
2024-10-01_consumer_device_21_data_user_11,0.29261237382888794
2024-10-02_consumer_device_21_data_user_11,0.2705516219139099
2024-10-03_consumer_device_21_data_user_11,0.27725860476493835
2024-10-04_consumer_device_21_data_user_11,0.24544599652290344
2024-10-05_consumer_device_21_data_user_11,0.2587076723575592
2024-10-06_consumer_device_21_data_user_11,0.2396073341369629
2024-10-07_consumer_device_21_data_user_11,0.2516307234764099
2024-10-08_consumer_device_21_data_user_11,0.0
2024-10-09_consumer_device_21_data_user_11,0.19192543625831604
2024-10-10_consumer_device_21_data_user_11,0.2632913589477539
2024-10-11_consumer_device_21_data_user_11,0.2566598057746887
2024-10-12_consumer_device_21_data_user_11,0.2790371775627136
2024-10-13_consumer_device_21_data_user_11,0.29536330699920654
2024-10-14_consumer_device_21_data_user_11,0.3265917897224426
2024-10-15_consumer_device_21_data_user_11,0.322121262550354
2024-10-16_consumer_device_21_data_user_11,0.23447762429714203
2024-10-17_consumer_device_21_data_user_11,0.2249632477760315
2024-10-18_consumer_device_21_data_user_11,0.24683992564678192
2024-10-19_consumer_device_21_data_user_11,0.27498286962509155
2024-10-20_consumer_device_21_data_user_11,0.2710392475128174
2024-10-21_consumer_device_21_data_user_11,0.28747430443763733
2024-10-22_consumer_device_21_data_user_11,0.22243395447731018
2024-10-23_consumer_device_21_data_user_11,0.16418877243995667
2024-10-24_consumer_device_21_data_user_11,0.20786622166633606
2024-09-24_consumer_device_21_data_user_12,0.0
2024-09-25_consumer_device_21_data_user_12,0.0
2024-09-26_consumer_device_21_data_user_12,0.0
2024-09-27_consumer_device_21_data_user_12,0.0
2024-09-28_consumer_device_21_data_user_12,0.0
2024-09-29_consumer_device_21_data_user_12,0.0
2024-09-30_consumer_device_21_data_user_12,0.0
2024-10-01_consumer_device_21_data_user_12,0.0
2024-10-02_consumer_device_21_data_user_12,0.0
2024-10-03_consumer_device_21_data_user_12,0.0
2024-10-04_consumer_device_21_data_user_12,0.0
2024-10-05_consumer_device_21_data_user_12,0.0
2024-10-06_consumer_device_21_data_user_12,0.0
2024-10-07_consumer_device_21_data_user_12,0.0
2024-10-08_consumer_device_21_data_user_12,0.0
2024-10-09_consumer_device_21_data_user_12,0.0
2024-10-10_consumer_device_21_data_user_12,0.0
2024-10-11_consumer_device_21_data_user_12,0.0
2024-10-12_consumer_device_21_data_user_12,0.0
2024-10-13_consumer_device_21_data_user_12,0.0
2024-10-14_consumer_device_21_data_user_12,0.0
2024-10-15_consumer_device_21_data_user_12,0.0
2024-10-16_consumer_device_21_data_user_12,0.0
2024-10-17_consumer_device_21_data_user_12,0.0
2024-10-18_consumer_device_21_data_user_12,0.0
2024-10-19_consumer_device_21_data_user_12,0.0
2024-10-20_consumer_device_21_data_user_12,0.0
2024-10-21_consumer_device_21_data_user_12,0.0
2024-10-22_consumer_device_21_data_user_12,0.0
2024-10-23_consumer_device_21_data_user_12,0.0
2024-10-24_consumer_device_21_data_user_12,0.016244322061538696
2024-09-24_consumer_device_21_data_user_13,6.165133953094482
2024-09-25_consumer_device_21_data_user_13,4.470733642578125
2024-09-26_consumer_device_21_data_user_13,7.11973237991333
2024-09-27_consumer_device_21_data_user_13,14.736478805541992
2024-09-28_consumer_device_21_data_user_13,11.26092529296875
2024-09-29_consumer_device_21_data_user_13,9.369831085205078
2024-09-30_consumer_device_21_data_user_13,7.612628936767578
2024-10-01_consumer_device_21_data_user_13,6.996152877807617
2024-10-02_consumer_device_21_data_user_13,6.492364406585693
2024-10-03_consumer_device_21_data_user_13,7.48900842666626
2024-10-04_consumer_device_21_data_user_13,8.513368606567383
2024-10-05_consumer_device_21_data_user_13,7.151336193084717
2024-10-06_consumer_device_21_data_user_13,5.664249897003174
2024-10-07_consumer_device_21_data_user_13,6.266572952270508
2024-10-08_consumer_device_21_data_user_13,9.374363899230957
2024-10-09_consumer_device_21_data_user_13,6.993933200836182
2024-10-10_consumer_device_21_data_user_13,6.154942035675049
2024-10-11_consumer_device_21_data_user_13,4.902548313140869
2024-10-12_consumer_device_21_data_user_13,4.59229040145874
2024-10-13_consumer_device_21_data_user_13,4.82520055770874
2024-10-14_consumer_device_21_data_user_13,4.139306545257568
2024-10-15_consumer_device_21_data_user_13,3.579672336578369
2024-10-16_consumer_device_21_data_user_13,3.3244664669036865
2024-10-17_consumer_device_21_data_user_13,3.045600652694702
2024-10-18_consumer_device_21_data_user_13,2.329153299331665
2024-10-19_consumer_device_21_data_user_13,2.4290013313293457
2024-10-20_consumer_device_21_data_user_13,3.0408103466033936
2024-10-21_consumer_device_21_data_user_13,2.3732106685638428
2024-10-22_consumer_device_21_data_user_13,2.032050371170044
2024-10-23_consumer_device_21_data_user_13,1.7537521123886108
2024-10-24_consumer_device_21_data_user_13,1.4144591093063354
2024-09-24_consumer_device_21_data_user_2,0.25829291343688965
2024-09-25_consumer_device_21_data_user_2,0.21669557690620422
2024-09-26_consumer_device_21_data_user_2,0.2803143262863159
2024-09-27_consumer_device_21_data_user_2,0.049883633852005005
2024-09-28_consumer_device_21_data_user_2,0.20316874980926514
2024-09-29_consumer_device_21_data_user_2,0.2342749983072281
2024-09-30_consumer_device_21_data_user_2,0.2740393280982971
2024-10-01_consumer_device_21_data_user_2,0.297377347946167
2024-10-02_consumer_device_21_data_user_2,0.2737411856651306
2024-10-03_consumer_device_21_data_user_2,0.27976131439208984
2024-10-04_consumer_device_21_data_user_2,0.24820472300052643
2024-10-05_consumer_device_21_data_user_2,0.2614462375640869
2024-10-06_consumer_device_21_data_user_2,0.24242563545703888
2024-10-07_consumer_device_21_data_user_2,0.254025936126709
2024-10-08_consumer_device_21_data_user_2,0.0
2024-10-09_consumer_device_21_data_user_2,0.19289693236351013
2024-10-10_consumer_device_21_data_user_2,0.2645343542098999
2024-10-11_consumer_device_21_data_user_2,0.2579568326473236
2024-10-12_consumer_device_21_data_user_2,0.27976804971694946
2024-10-13_consumer_device_21_data_user_2,0.296163946390152
2024-10-14_consumer_device_21_data_user_2,0.327126681804657
2024-10-15_consumer_device_21_data_user_2,0.3224169611930847
2024-10-16_consumer_device_21_data_user_2,0.23490731418132782
2024-10-17_consumer_device_21_data_user_2,0.225396066904068
2024-10-18_consumer_device_21_data_user_2,0.24708078801631927
2024-10-19_consumer_device_21_data_user_2,0.27516084909439087
2024-10-20_consumer_device_21_data_user_2,0.27130866050720215
2024-10-21_consumer_device_21_data_user_2,0.2877267003059387
2024-10-22_consumer_device_21_data_user_2,0.22260719537734985
2024-10-23_consumer_device_21_data_user_2,0.16435864567756653
2024-10-24_consumer_device_21_data_user_2,0.2080136239528656
2024-09-24_consumer_device_21_data_user_3,25.583145141601562
2024-09-25_consumer_device_21_data_user_3,21.287080764770508
2024-09-26_consumer_device_21_data_user_3,21.24690055847168
2024-09-27_consumer_device_21_data_user_3,28.37714195251465
2024-09-28_consumer_device_21_data_user_3,25.197738647460938
2024-09-29_consumer_device_21_data_user_3,22.634794235229492
2024-09-30_consumer_device_21_data_user_3,20.49057388305664
2024-10-01_consumer_device_21_data_user_3,19.00554847717285
2024-10-02_consumer_device_21_data_user_3,17.146087646484375
2024-10-03_consumer_device_21_data_user_3,18.95355224609375
2024-10-04_consumer_device_21_data_user_3,18.32741355895996
2024-10-05_consumer_device_21_data_user_3,17.0948486328125
2024-10-06_consumer_device_21_data_user_3,15.22349739074707
2024-10-07_consumer_device_21_data_user_3,16.418212890625
2024-10-08_consumer_device_21_data_user_3,19.886844635009766
2024-10-09_consumer_device_21_data_user_3,15.727118492126465
2024-10-10_consumer_device_21_data_user_3,13.801931381225586
2024-10-11_consumer_device_21_data_user_3,11.120095252990723
2024-10-12_consumer_device_21_data_user_3,10.849916458129883
2024-10-13_consumer_device_21_data_user_3,10.7239990234375
2024-10-14_consumer_device_21_data_user_3,9.194642066955566
2024-10-15_consumer_device_21_data_user_3,9.577791213989258
2024-10-16_consumer_device_21_data_user_3,8.157913208007812
2024-10-17_consumer_device_21_data_user_3,7.577622413635254
2024-10-18_consumer_device_21_data_user_3,6.673637866973877
2024-10-19_consumer_device_21_data_user_3,6.741791725158691
2024-10-20_consumer_device_21_data_user_3,7.2598066329956055
2024-10-21_consumer_device_21_data_user_3,6.6120219230651855
2024-10-22_consumer_device_21_data_user_3,5.390316486358643
2024-10-23_consumer_device_21_data_user_3,4.276238441467285
2024-10-24_consumer_device_21_data_user_3,3.2015252113342285
2024-09-24_consumer_device_21_data_user_4,0.2729429602622986
2024-09-25_consumer_device_21_data_user_4,0.23040950298309326
2024-09-26_consumer_device_21_data_user_4,0.30140697956085205
2024-09-27_consumer_device_21_data_user_4,0.07908174395561218
2024-09-28_consumer_device_21_data_user_4,0.22323256731033325
2024-09-29_consumer_device_21_data_user_4,0.2530457377433777
2024-09-30_consumer_device_21_data_user_4,0.28707537055015564
2024-10-01_consumer_device_21_data_user_4,0.3081599473953247
2024-10-02_consumer_device_21_data_user_4,0.28392139077186584
