Date Time,Temperature (°C),Dewpoint Temperature (°C),U Wind Component (m/s),V Wind Component (m/s),Total Precipitation (mm),Snowfall (mm),Snow Cover (%),i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
2023-09-23T15:00:00,6.33008728,3.154946899,-0.170318604,-0.273183823,0.001972973,7.08E-7,0.001953125,,,,,,,,,,,,,,,,,,
2023-09-23T16:00:00,5.932305908,3.077676392,-0.09046936,-0.324696541,0.001980394,7.08E-7,0.001953125,,,,,,,,,,,,,,,,,,
2023-09-23T17:00:00,5.484887695,2.743371582,-0.112747192,-0.385192871,0.001980394,7.08E-7,0.001953125,,,,,,,,,,,,,,,,,,
2023-09-23T18:00:00,5.054559326,2.522088623,-0.082458496,-0.477111816,0.00198254,7.08E-7,0.001953125,,,,,,,,,,,,,,,,,,
2023-09-23T19:00:00,4.267053223,3.470559692,-0.111877441,-0.237335205,0.002083093,0.0000031,0.001953125,,,,,,,,,,,,,,,,,,
2023-09-23T20:00:00,4.336221313,3.510552979,-0.150756836,-0.297927856,0.002245963,0.0000193,0.017578125,,,,,,,,,,,,,,,,,,
2023-09-23T21:00:00,3.919198608,3.232247925,-0.297302246,-0.275527954,0.002471268,0.0000874,0.126953125,,,,,,,,,,,,,,,,,,
2023-09-23T22:00:00,3.376168823,2.879418945,-0.35836792,-0.469970703,0.003168225,0.000559,0.5859375,,,,,,,,,,,,,,,,,,
2023-09-23T23:00:00,2.895791626,2.399926758,-0.301177979,-0.569177628,0.003835261,0.001122292,3.802734375,,,,,,,,,,,,,,,,,,
2023-09-24T00:00:00,2.531594849,1.799768066,-0.214035034,-0.525429726,0.004511416,0.001744736,7.60546875,,,,,,,,,,,,,,,,,,
2023-09-24T01:00:00,1.737619019,0.993615723,-0.237182617,-0.562894821,0.000623,0.000589,11.8515625,,,,,,,,,,,,,,,,,,
2023-09-24T02:00:00,1.757165527,1.019372559,-0.151000977,-0.654996872,0.001137227,0.001061387,16.01367188,,,,,,,,,,,,,,,,,,
2023-09-24T03:00:00,3.956872559,1.251367188,-0.267150879,-0.454833031,0.00180009,0.001670419,19.390625,,,,,,,,,,,,,,,,,,
2023-09-24T04:00:00,5.606576538,1.074411011,-0.478225708,-0.14099884,0.00197535,0.001726812,23.45703125,,,,,,,,,,,,,,,,,,
2023-09-24T05:00:00,6.491326904,1.540994263,-0.707641602,0.204489708,0.002106287,0.001726812,22.86132813,,,,,,,,,,,,,,,,,,
2023-09-24T06:00:00,7.664208984,2.03711853,-0.590591431,0.349868774,0.002215363,0.001726813,21.8203125,,,,,,,,,,,,,,,,,,
2023-09-24T07:00:00,8.241586304,3.124703979,-0.327682495,0.645217896,0.002338119,0.001726812,20.078125,,,,,,,,,,,,,,,,,,
2023-09-24T08:00:00,8.87923584,4.057595825,-0.157196045,0.745742798,0.002521843,0.001726812,18.5078125,,,,,,,,,,,,,,,,,,
2023-09-24T09:00:00,9.237374878,5.03560791,0.124633789,0.863037109,0.002728328,0.001726812,16.921875,,,,,,,,,,,,,,,,,,
2023-09-24T10:00:00,9.059396362,5.216149902,0.367889404,0.886275291,0.002985671,0.001726812,15.55859375,,,,,,,,,,,,,,,,,,
2023-09-24T11:00:00,7.782571411,4.756936646,0.311813354,0.829873085,0.003219381,0.001733735,14.37304688,,,,,,,,,,,,,,,,,,
2023-09-24T12:00:00,6.588494873,4.403695679,0.034133911,0.441171646,0.003852144,0.001778923,13.90820313,,,,,,,,,,,,,,,,,,
2023-09-24T13:00:00,5.014611816,3.052804565,0.058853149,0.296309471,0.004384071,0.001778923,13.9140625,,,,,,,,,,,,,,,,,,
2023-09-24T14:00:00,4.404214478,2.668344116,-0.032592773,0.006484985,0.004562512,0.001784228,13.87109375,,,,,,,,,,,,,,,,,,
2023-09-24T15:00:00,3.947442627,2.788354492,-0.053466797,-0.306978226,0.004613146,0.001785118,14.02734375,,,,,,,,,,,,,,,,,,
2023-09-24T16:00:00,3.306680298,2.612405396,-0.089126587,-0.311787605,0.004630744,0.001786258,14.06445313,,,,,,,,,,,,,,,,,,
2023-09-24T17:00:00,3.104623413,2.280511475,-0.023696899,-0.390431404,0.004662246,0.001791928,14.0859375,,,,,,,,,,,,,,,,,,
2023-09-24T18:00:00,2.577371216,1.975930786,0.037200928,-0.381565094,0.004716918,0.001823764,14.15039063,,,,,,,,,,,,,,,,,,
2023-09-24T19:00:00,1.991677856,1.380548096,0.113861084,-0.471728325,0.005395174,0.002471473,14.39257813,,,,,,,,,,,,,,,,,,
2023-09-24T20:00:00,1.341119385,0.843682861,0.078125,-0.603662491,0.005606115,0.002644615,19.07421875,,,,,,,,,,,,,,,,,,
2023-09-24T21:00:00,1.15178833,0.431756592,0.052001953,-0.66882515,0.005707458,0.002730357,20.31445313,,,,,,,,,,,,,,,,,,
2023-09-24T22:00:00,0.476922607,-0.165670776,0.044845581,-0.659919739,0.005732298,0.002749631,20.85546875,,,,,,,,,,,,,,,,,,
2023-09-24T23:00:00,-0.102102661,-0.821600342,-0.016235352,-0.757436752,0.005741999,0.002757572,20.859375,,,,,,,,,,,,,,,,,,
2023-09-25T00:00:00,-0.888510132,-1.500799561,-0.022445679,-0.785660744,0.005752057,0.002761155,20.85546875,,,,,,,,,,,,,,,,,,
2023-09-25T01:00:00,-1.491079712,-2.16802063,-0.034912109,-0.750800133,0.0000216,0.0000133,20.828125,,,,,,,,,,,,,,,,,,
2023-09-25T02:00:00,-0.828512573,-1.777243042,-0.029067993,-0.811590195,0.0000355,0.0000199,20.94140625,,,,,,,,,,,,,,,,,,
2023-09-25T03:00:00,2.29720459,1.037530518,-0.099136353,-0.549875259,0.0000449,0.0000237,20.94140625,,,,,,,,,,,,,,,,,,
2023-09-25T04:00:00,4.390847778,1.086053467,-0.344039917,-0.212062836,0.0000869,0.0000404,20.73632813,,,,,,,,,,,,,,,,,,
2023-09-25T05:00:00,5.208520508,1.383370972,-0.358230591,0.295221329,0.00033,0.000133,19.83203125,,,,,,,,,,,,,,,,,,
2023-09-25T06:00:00,5.88565979,1.791864014,-0.217559814,0.528479576,0.000672,0.000206,19.2265625,,,,,,,,,,,,,,,,,,
2023-09-25T07:00:00,5.937966919,0.412393188,0.234130859,0.743732452,0.001111843,0.000286,18.29882813,,,,,,,,,,,,,,,,,,
2023-09-25T08:00:00,6.506219482,1.6962677,0.098022461,0.583548546,0.001285583,0.000298,17.39453125,,,,,,,,,,,,,,,,,,
2023-09-25T09:00:00,7.008828735,2.587747192,0.047576904,0.651638031,0.001427591,0.000298,16.05859375,,,,,,,,,,,,,,,,,,
2023-09-25T10:00:00,6.73520813,3.094934082,0.201263428,0.570221901,0.001571134,0.000298,14.83789063,,,,,,,,,,,,,,,,,,
2023-09-25T11:00:00,6.650811768,3.35201416,0.188247681,0.359447479,0.001720849,0.000313,14.04492188,,,,,,,,,,,,,,,,,,
2023-09-25T12:00:00,5.611367798,2.502267456,0.221374512,-0.141277313,0.001807968,0.000321,13.58984375,,,,,,,,,,,,,,,,,,
2023-09-25T13:00:00,5.049798584,1.525674438,-0.015151978,-0.321344376,0.001831862,0.000323,13.55078125,,,,,,,,,,,,,,,,,,
2023-09-25T14:00:00,4.24024353,1.432946777,-0.10118103,-0.341056824,0.001831862,0.000323,13.56640625,,,,,,,,,,,,,,,,,,
2023-09-25T15:00:00,3.321405029,1.442468262,-0.072692871,-0.434476852,0.001831862,0.000323,13.56640625,,,,,,,,,,,,,,,,,,
2023-09-25T16:00:00,2.538323975,1.573815918,-0.086959839,-0.542102814,0.001831859,0.000323,13.56835938,,,,,,,,,,,,,,,,,,
2023-09-25T17:00:00,1.580102539,0.975488281,-0.0496521,-0.61507225,0.001831859,0.000323,13.5703125,,,,,,,,,,,,,,,,,,
2023-09-25T18:00:00,0.686639404,0.383554077,-0.053466797,-0.669754028,0.001831859,0.000323,13.57421875,,,,,,,,,,,,,,,,,,
2023-09-25T19:00:00,0.095758057,-0.279302979,-0.073974609,-0.738834381,0.001831993,0.000323,13.57617188,,,,,,,,,,,,,,,,,,
2023-09-25T20:00:00,-1.10085144,-1.361181641,-0.04385376,-0.800113678,0.001833141,0.000324,13.58203125,,,,,,,,,,,,,,,,,,
2023-09-25T21:00:00,-1.214971924,-1.708517456,-0.054702759,-0.81569767,0.001834243,0.000324,13.5859375,,,,,,,,,,,,,,,,,,
2023-09-25T22:00:00,-1.740423584,-2.477682495,-0.033599854,-0.907131195,0.001834482,0.000324,13.59375,,,,,,,,,,,,,,,,,,
2023-09-25T23:00:00,-2.475668335,-2.963446045,-0.020965576,-0.982666016,0.00183472,0.000324,13.59765625,,,,,,,,,,,,,,,,,,
2023-09-26T00:00:00,-3.32729187,-3.927206421,-0.024185181,-1.05415535,0.001835883,0.000325,13.6015625,,,,,,,,,,,,,,,,,,
2023-09-26T01:00:00,-3.509680176,-4.345648193,-0.037078857,-1.080155373,5.46E-7,5.46E-7,13.60742188,,,,,,,,,,,,,,,,,,
2023-09-26T02:00:00,-3.059606934,-4.321707153,-0.021118164,-1.1083498,0.00000121,0.00000121,13.61132813,,,,,,,,,,,,,,,,,,
2023-09-26T03:00:00,-0.107977295,-1.568243408,-0.050415039,-0.946573257,0.00000156,0.00000156,13.61914063,,,,,,,,,,,,,,,,,,
2023-09-26T04:00:00,3.614282227,0.866082764,-0.133987427,-0.768620491,0.00000164,0.00000164,13.59375,,,,,,,,,,,,,,,,,,
2023-09-26T05:00:00,6.861062622,-1.79289856,-0.480895996,-0.427654266,0.00000357,0.00000164,12.87695313,,,,,,,,,,,,,,,,,,
2023-09-26T06:00:00,8.384317017,-1.95380249,-0.42124939,0.06637764,0.0000134,0.00000164,11.86914063,,,,,,,,,,,,,,,,,,
2023-09-26T07:00:00,8.956338501,-2.071264648,-0.114257813,0.573417664,0.000184,0.00000165,10.67382813,,,,,,,,,,,,,,,,,,
2023-09-26T08:00:00,9.261819458,-2.259817505,0.249160767,0.678022385,0.00059,0.00000168,9.48046875,,,,,,,,,,,,,,,,,,
2023-09-26T09:00:00,9.343637085,-2.315405273,0.445388794,0.47209549,0.00087,0.00000168,8.572265625,,,,,,,,,,,,,,,,,,
2023-09-26T10:00:00,9.340493774,-2.212255859,0.378997803,0.361274719,0.001011677,0.00000168,7.841796875,,,,,,,,,,,,,,,,,,
2023-09-26T11:00:00,9.091073608,-2.58548584,0.150421143,0.467102051,0.001021214,0.00000168,7.30078125,,,,,,,,,,,,,,,,,,
2023-09-26T12:00:00,8.64675293,-3.070227051,-0.058731079,0.324930191,0.00102281,0.00000168,7.08984375,,,,,,,,,,,,,,,,,,
2023-09-26T13:00:00,7.757409668,-3.514196777,-0.108337402,-0.080099106,0.00102281,0.00000168,7.080078125,,,,,,,,,,,,,,,,,,
2023-09-26T14:00:00,6.574853516,-2.144445801,-0.012512207,-0.350641251,0.00102281,0.00000168,7.080078125,,,,,,,,,,,,,,,,,,
2023-09-26T15:00:00,5.52427063,-3.395056152,-0.005630493,-0.494128227,0.001022802,0.00000168,7.080078125,,,,,,,,,,,,,,,,,,
2023-09-26T16:00:00,4.331430054,-3.245672607,0.021347046,-0.574962616,0.001022802,0.00000168,7.080078125,,,,,,,,,,,,,,,,,,
2023-09-26T17:00:00,3.253274536,-3.158636475,0.05267334,-0.663381577,0.001022802,0.00000168,7.080078125,,,,,,,,,,,,,,,,,,
2023-09-26T18:00:00,2.196221924,-2.911276245,0.034866333,-0.767822266,0.001022907,0.00000171,7.080078125,,,,,,,,,,,,,,,,,,
2023-09-26T19:00:00,1.323861694,-3.051321411,-0.024749756,-0.807718277,0.001022899,0.00000171,7.08203125,,,,,,,,,,,,,,,,,,
2023-09-26T20:00:00,0.58210144,-3.094366455,-0.057983398,-0.849275589,0.001022899,0.00000171,7.083984375,,,,,,,,,,,,,,,,,,
2023-09-26T21:00:00,-0.002508545,-3.182974243,-0.072021484,-0.874929428,0.001022899,0.00000171,7.083984375,,,,,,,,,,,,,,,,,,
2023-09-26T22:00:00,-0.543112183,-3.371191406,-0.062042236,-0.915460587,0.001022899,0.00000171,7.087890625,,,,,,,,,,,,,,,,,,
2023-09-26T23:00:00,-0.926397705,-3.59934082,-0.070159912,-0.926678658,0.001022899,0.00000171,7.087890625,,,,,,,,,,,,,,,,,,
2023-09-27T00:00:00,-1.17633667,-3.877371216,-0.084625244,-0.956848145,0.001022899,0.00000171,7.08984375,,,,,,,,,,,,,,,,,,
2023-09-27T01:00:00,-1.235952759,-4.076025391,-0.13949585,-0.950704575,0.0,0.0,7.091796875,,,,,,,,,,,,,,,,,,
2023-09-27T02:00:00,-0.424520874,-3.096563721,-0.145874023,-0.883785248,0.0,0.0,7.09375,,,,,,,,,,,,,,,,,,
2023-09-27T03:00:00,4.243920898,-0.859823608,-0.20413208,-0.711473465,0.0,0.0,7.095703125,,,,,,,,,,,,,,,,,,
2023-09-27T04:00:00,7.03019104,-1.868078613,-0.519424438,-0.493555069,0.0,0.0,7.09765625,,,,,,,,,,,,,,,,,,
2023-09-27T05:00:00,8.688745117,-2.005438232,-0.603179932,-0.086883545,0.0,0.0,6.640625,,,,,,,,,,,,,,,,,,
2023-09-27T06:00:00,9.75737915,-2.063665771,-0.440246582,0.357954025,0.0000211,0.0,6.15234375,,,,,,,,,,,,,,,,,,
2023-09-27T07:00:00,9.925637817,-1.125921631,-0.061538696,0.657546997,0.000164,0.0,5.48046875,,,,,,,,,,,,,,,,,,
2023-09-27T08:00:00,10.22644958,-1.565725708,0.201278687,0.602856636,0.000396,0.0,4.859375,,,,,,,,,,,,,,,,,,
2023-09-27T09:00:00,10.36419067,-1.712561035,0.256088257,0.571165085,0.000473,0.0,4.306640625,,,,,,,,,,,,,,,,,,
2023-09-27T10:00:00,9.590325928,-1.116918945,0.382583618,0.482940674,0.00058,0.00000239,3.92578125,,,,,,,,,,,,,,,,,,
2023-09-27T11:00:00,9.414727783,-0.882650757,0.245330811,-0.101787567,0.000615,0.00000239,3.677734375,,,,,,,,,,,,,,,,,,
2023-09-27T12:00:00,8.223245239,-1.311453247,0.144165039,-0.270374298,0.000681,0.0000024,3.509765625,,,,,,,,,,,,,,,,,,
2023-09-27T13:00:00,7.084817505,-1.553076172,-0.225326538,0.003030777,0.000704,0.0000024,3.50390625,,,,,,,,,,,,,,,,,,
2023-09-27T14:00:00,6.199197388,-0.528677368,-0.209838867,-0.348611832,0.00071,0.0000024,3.50390625,,,,,,,,,,,,,,,,,,
2023-09-27T15:00:00,5.162149048,-0.96300354,-0.071426392,-0.564357758,0.00071,0.0000024,3.505859375,,,,,,,,,,,,,,,,,,
2023-09-27T16:00:00,4.263513184,-1.180136108,-0.045593262,-0.623908997,0.00071,0.0000024,3.505859375,,,,,,,,,,,,,,,,,,
2023-09-27T17:00:00,3.273553467,-1.290182495,-0.064819336,-0.682891846,0.00071,0.0000024,3.505859375,,,,,,,,,,,,,,,,,,
2023-09-27T18:00:00,2.440545654,-1.379156494,-0.090072632,-0.731855392,0.00071,0.0000024,3.5078125,,,,,,,,,,,,,,,,,,
2023-09-27T19:00:00,1.851327515,-1.135305786,-0.081283569,-0.791069031,0.00071,0.0000024,3.5078125,,,,,,,,,,,,,,,,,,
2023-09-27T20:00:00,1.186486816,-1.385565186,-0.064346313,-0.832069397,0.00071,0.0000024,3.5078125,,,,,,,,,,,,,,,,,,
2023-09-27T21:00:00,0.491677856,-1.678289795,-0.099838257,-0.858032227,0.00071,0.0000024,3.509765625,,,,,,,,,,,,,,,,,,
2023-09-27T22:00:00,0.044442749,-1.987249756,-0.089477539,-0.88833046,0.00071,0.0000024,3.509765625,,,,,,,,,,,,,,,,,,
2023-09-27T23:00:00,-0.681860352,-2.289358521,-0.08883667,-0.932603836,0.00071,0.0000024,3.509765625,,,,,,,,,,,,,,,,,,
2023-09-28T00:00:00,-1.066122437,-2.466894531,-0.068893433,-0.93211937,0.00071,0.0000024,3.51171875,,,,,,,,,,,,,,,,,,
2023-09-28T01:00:00,-1.430044556,-2.821234131,-0.072799683,-0.95687294,7.82E-8,7.99E-8,3.51171875,,,,,,,,,,,,,,,,,,
2023-09-28T02:00:00,-0.656912231,-2.128637695,-0.069793701,-0.947612762,1.56E-7,1.6E-7,3.513671875,,,,,,,,,,,,,,,,,,
2023-09-28T03:00:00,3.599023438,-0.640081787,-0.119338989,-0.797864914,2.38E-7,2.39E-7,3.515625,,,,,,,,,,,,,,,,,,
2023-09-28T04:00:00,6.56975708,-0.813131714,-0.383422852,-0.421049118,0.00000162,2.39E-7,3.498046875,,,,,,,,,,,,,,,,,,
2023-09-28T05:00:00,8.427972412,-0.368536377,-0.554763794,0.257577896,0.00000454,2.39E-7,3.263671875,,,,,,,,,,,,,,,,,,
2023-09-28T06:00:00,9.505395508,0.646020508,-0.364593506,0.700298309,0.0000426,2.39E-7,2.9453125,,,,,,,,,,,,,,,,,,
2023-09-28T07:00:00,9.88477478,2.479302979,-0.362579346,0.904232025,0.000306,0.00000235,2.578125,,,,,,,,,,,,,,,,,,
2023-09-28T08:00:00,8.815820313,2.082009888,-0.108840942,1.188728333,0.001663998,0.00021,2.291015625,,,,,,,,,,,,,,,,,,
2023-09-28T09:00:00,8.018487549,1.952218628,0.00680542,0.961063385,0.003288403,0.000983,3.193359375,,,,,,,,,,,,,,,,,,
2023-09-28T10:00:00,6.880563354,1.791360474,0.267700195,1.000463486,0.004658148,0.001705229,7.193359375,,,,,,,,,,,,,,,,,,
2023-09-28T11:00:00,6.842538452,1.016488647,0.139572144,0.655099869,0.005078316,0.001738532,10.97265625,,,,,,,,,,,,,,,,,,
2023-09-28T12:00:00,6.623193359,0.914743042,-0.204666138,0.482769012,0.005180001,0.001747165,10.91015625,,,,,,,,,,,,,,,,,,
2023-09-28T13:00:00,5.932550049,0.926187134,-0.279891968,0.20215416,0.00520958,0.001747964,10.91601563,,,,,,,,,,,,,,,,,,
2023-09-28T14:00:00,4.858071899,0.477700806,-0.160751343,-0.251489639,0.005312264,0.001764188,10.91992188,,,,,,,,,,,,,,,,,,
2023-09-28T15:00:00,4.173303223,0.369668579,-0.145187378,-0.432455063,0.005325004,0.00177693,11.05859375,,,,,,,,,,,,,,,,,,
2023-09-28T16:00:00,3.632806396,0.308435059,-0.076812744,-0.500626564,0.005334765,0.001786681,11.14257813,,,,,,,,,,,,,,,,,,
2023-09-28T17:00:00,3.068811035,0.159173584,-0.017486572,-0.564763069,0.005340368,0.001791725,11.20898438,,,,,,,,,,,,,,,,,,
2023-09-28T18:00:00,2.534204102,0.015328979,-0.052444458,-0.603916168,0.005344287,0.001795018,11.24414063,,,,,,,,,,,,,,,,,,
2023-09-28T19:00:00,2.014611816,-0.198431396,-0.027877808,-0.694151878,0.005349487,0.001799362,11.26953125,,,,,,,,,,,,,,,,,,
2023-09-28T20:00:00,1.566812134,-0.475454712,-0.017700195,-0.630652428,0.005406931,0.001806857,11.30078125,,,,,,,,,,,,,,,,,,
2023-09-28T21:00:00,1.11499939,-0.787374878,-0.027206421,-0.572977066,0.00555487,0.001826886,11.375,,,,,,,,,,,,,,,,,,
2023-09-28T22:00:00,0.748788452,-1.047140503,-0.075012207,-0.60259819,0.005798221,0.001959724,11.57617188,,,,,,,,,,,,,,,,,,
2023-09-28T23:00:00,0.365075684,-1.322561646,-0.030273438,-0.587091446,0.006092101,0.002151534,12.6171875,,,,,,,,,,,,,,,,,,
2023-09-29T00:00:00,0.319619751,-1.005895996,-0.028701782,-0.554252625,0.006640434,0.00251963,14.12109375,,,,,,,,,,,,,,,,,,
2023-09-29T01:00:00,-0.307531738,-1.449789429,-0.062911987,-0.476601601,0.000707,0.00055,17.08789063,,,,,,,,,,,,,,,,,,
2023-09-29T02:00:00,0.184121704,-1.280889893,-0.139785767,-0.518587112,0.001607325,0.001279482,21.55078125,,,,,,,,,,,,,,,,,,
2023-09-29T03:00:00,1.354745483,-0.855657959,-0.324554443,-0.530569077,0.00262899,0.002099449,27.53320313,,,,,,,,,,,,,,,,,,
2023-09-29T04:00:00,2.277520752,-0.826467896,-0.483032227,-0.424542427,0.003798053,0.002978421,33.86132813,,,,,,,,,,,,,,,,,,
2023-09-29T05:00:00,3.170281982,-0.326742554,-0.566665649,-0.195519447,0.004697166,0.003696554,39.16992188,,,,,,,,,,,,,,,,,,
2023-09-29T06:00:00,3.444528198,-0.209188843,-0.535461426,0.220184326,0.005918115,0.004823197,41.72265625,,,,,,,,,,,,,,,,,,
2023-09-29T07:00:00,3.46656189,0.924447632,-0.512252808,-0.057235718,0.007430092,0.006235333,46.66210938,,,,,,,,,,,,,,,,,,
2023-09-29T08:00:00,3.800469971,1.284143066,-0.401443481,0.409545898,0.008664027,0.007295604,53.28320313,,,,,,,,,,,,,,,,,,
2023-09-29T09:00:00,3.770928955,1.69324646,-0.437210083,0.501937866,0.010093823,0.00848952,56.453125,,,,,,,,,,,,,,,,,,
2023-09-29T10:00:00,3.099755859,1.68605957,-0.545135498,0.652679443,0.010877177,0.008924592,61.04296875,,,,,,,,,,,,,,,,,,
2023-09-29T11:00:00,2.860848999,1.482507324,-0.612945557,0.599838257,0.0123908,0.010103157,61.12890625,,,,,,,,,,,,,,,,,,
2023-09-29T12:00:00,2.501184082,1.110940552,-0.507243156,0.402053833,0.013596304,0.011095565,67.453125,,,,,,,,,,,,,,,,,,
2023-09-29T13:00:00,1.930780029,1.13364563,-0.401185989,0.237960815,0.014569744,0.011947403,73.64257813,,,,,,,,,,,,,,,,,,
2023-09-29T14:00:00,1.349984741,0.678155518,-0.23387146,0.059890747,0.015706591,0.012965802,79.2890625,,,,,,,,,,,,,,,,,,
2023-09-29T15:00:00,0.827218628,0.096078491,-0.299182892,-0.211135864,0.017157274,0.014349502,84.02734375,,,,,,,,,,,,,,,,,,
2023-09-29T16:00:00,0.172265625,-0.599279785,-0.113968849,-0.439987183,0.018652993,0.015820729,90.43359375,,,,,,,,,,,,,,,,,,
2023-09-29T17:00:00,-0.827963257,-1.497640991,-0.192877769,-0.592605591,0.019412521,0.016346529,95.61132813,,,,,,,,,,,,,,,,,,
2023-09-29T18:00:00,-1.526373291,-2.366903687,-0.145265579,-0.592819214,0.019659805,0.016507203,98.04882813,,,,,,,,,,,,,,,,,,
2023-09-29T19:00:00,-3.903219604,-4.610708618,0.003026962,-0.884475708,0.020255181,0.01703633,98.50585938,,,,,,,,,,,,,,,,,,
2023-09-29T20:00:00,-4.385137939,-5.165350342,-0.030986786,-0.795196533,0.020399797,0.017116895,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-29T21:00:00,-5.287573242,-6.068899536,0.027654648,-0.851547241,0.020561296,0.017153002,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-29T22:00:00,-5.611410522,-6.65692749,0.020935059,-0.930160522,0.020662743,0.017188862,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-29T23:00:00,-6.397344971,-7.449209595,0.019287109,-0.998657227,0.02070843,0.017212428,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T00:00:00,-7.491461182,-8.638189697,0.037155151,-1.08164978,0.020752358,0.017229833,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T01:00:00,-7.370962524,-8.575567627,0.070419312,-1.111450195,0.0000542,0.0000118,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T02:00:00,-7.882757568,-9.195150757,0.059860229,-1.134490967,0.000109,0.0000196,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T03:00:00,-6.716177368,-7.971212769,0.073501587,-1.066085815,0.000177,0.0000277,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T04:00:00,-3.85791626,-5.283834839,0.112335205,-0.9168396,0.000283,0.0000395,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T05:00:00,-0.197897339,-2.967260742,0.002304077,-0.639068604,0.000362,0.0000543,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T06:00:00,2.424111938,-2.252203369,-0.010635376,-0.40272522,0.000397,0.0000743,99.97265625,,,,,,,,,,,,,,,,,,
2023-09-30T07:00:00,3.687921143,-2.079351807,-0.085891724,-0.107345581,0.000472,0.000122,97.953125,,,,,,,,,,,,,,,,,,
2023-09-30T08:00:00,4.122064209,-1.655706787,0.006958008,0.005981445,0.00053,0.000146,94.73242188,,,,,,,,,,,,,,,,,,
2023-09-30T09:00:00,4.349008179,-1.355490112,-0.185745239,-0.061203003,0.000598,0.000177,91.68359375,,,,,,,,,,,,,,,,,,
2023-09-30T10:00:00,4.710916138,-1.40402832,-0.19367981,-0.251144409,0.000647,0.000184,88.88671875,,,,,,,,,,,,,,,,,,
2023-09-30T11:00:00,4.481332397,-1.453131104,-0.076126099,-0.393234253,0.000845,0.000197,86.62304688,,,,,,,,,,,,,,,,,,
2023-09-30T12:00:00,4.008294678,-1.434759521,-0.016799927,-0.478866577,0.000879,0.000199,85.08984375,,,,,,,,,,,,,,,,,,
2023-09-30T13:00:00,2.706002808,-1.791082764,0.017730713,-0.528961182,0.000929,0.0002,85.08007813,,,,,,,,,,,,,,,,,,
2023-09-30T14:00:00,1.291940308,-2.116293335,0.027786255,-0.704666138,0.000929,0.0002,85.08398438,,,,,,,,,,,,,,,,,,
2023-09-30T15:00:00,-0.065847778,-2.598410034,0.029571533,-0.799453735,0.00093,0.0002,85.07617188,,,,,,,,,,,,,,,,,,
2023-09-30T16:00:00,-1.816290283,-3.196173096,0.066848755,-0.896713257,0.00093,0.0002,85.07617188,,,,,,,,,,,,,,,,,,
2023-09-30T17:00:00,-3.706274414,-4.253012085,0.084625244,-0.999664307,0.00093,0.0002,85.08007813,,,,,,,,,,,,,,,,,,
2023-09-30T18:00:00,-5.401068115,-6.360510254,0.078552246,-1.058761597,0.00093,0.0002,85.08789063,,,,,,,,,,,,,,,,,,
2023-09-30T19:00:00,-5.241400146,-6.139227295,0.036819458,-1.102626801,0.00093,0.0002,85.09375,,,,,,,,,,,,,,,,,,
2023-09-30T20:00:00,-7.031912231,-8.267004395,0.033538818,-1.165621758,0.00093,0.0002,85.1015625,,,,,,,,,,,,,,,,,,
2023-09-30T21:00:00,-9.181188965,-10.81557312,0.083358765,-1.257521629,0.000931,0.0002,85.10742188,,,,,,,,,,,,,,,,,,
2023-09-30T22:00:00,-9.419088745,-11.5468811,0.086090088,-1.243445396,0.000931,0.000201,85.11132813,,,,,,,,,,,,,,,,,,
2023-09-30T23:00:00,-10.31950989,-12.41956177,0.080368042,-1.309875488,0.000932,0.000202,85.1171875,,,,,,,,,,,,,,,,,,
2023-10-01T00:00:00,-11.9236969,-13.56937256,0.081130981,-1.37301445,0.000934,0.000203,85.12304688,,,,,,,,,,,,,,,,,,
2023-10-01T01:00:00,-12.79250183,-14.69653931,0.079177856,-1.396438599,0.00000114,0.00000114,85.1328125,,,,,,,,,,,,,,,,,,
2023-10-01T02:00:00,-12.21352234,-14.54547729,0.092666626,-1.393371582,0.00000196,0.00000196,85.13867188,,,,,,,,,,,,,,,,,,
2023-10-01T03:00:00,-9.657827759,-11.90502014,0.112838745,-1.293518066,0.00000251,0.00000252,85.140625,,,,,,,,,,,,,,,,,,
2023-10-01T04:00:00,-5.375143433,-7.330419922,0.162490845,-1.137405396,0.00000287,0.00000287,85.13476563,,,,,,,,,,,,,,,,,,
2023-10-01T05:00:00,-0.350637817,-4.229711914,0.157730103,-0.829360962,0.00000297,0.00000298,84.36523438,,,,,,,,,,,,,,,,,,
2023-10-01T06:00:00,3.271447754,-2.947943115,-0.000351,-0.49810791,0.00000298,0.00000298,81.6953125,,,,,,,,,,,,,,,,,,
2023-10-01T07:00:00,6.262643433,-3.426229858,-0.189575195,-0.164825439,0.00000298,0.00000298,78.56445313,,,,,,,,,,,,,,,,,,
2023-10-01T08:00:00,7.413262939,-8.111593628,-0.139556885,-0.15737915,0.00000341,0.00000298,74.47070313,,,,,,,,,,,,,,,,,,
